,Firm,CSS Stylesheets
1949,Lombard Street Research Financial Services Ltd,"['https://www.tslombard.com/hs-fs/hub/6124034/hub_generated/template_assets/36063139240/1621362315031/TsLombard_October2020/css/layout.min.css', 'https://www.tslombard.com/hs-fs/hub/6124034/hub_generated/template_assets/36063177059/1661919696048/TsLombard_October2020/css/main.min.css', 'https://fonts.googleapis.com/css?family=Merriweather:400,700|Lato:400,700&display=swap', 'https://www.tslombard.com/hs-fs/hub/6124034/hub_generated/template_assets/36063139241/1621362316342/TsLombard_October2020/css/theme-overrides.min.css', 'https://www.tslombard.com/hs-fs/hub/6124034/hub_generated/module_assets/36062797822/1603521980422/module_36062797822_menu-section.min.css', 'https://www.tslombard.com/hs-fs/hub/6124034/hub_generated/module_assets/36077052306/1603364041614/module_36077052306_Social_Icons.min.css', 'https://www.tslombard.com/hs-fs/hub/6124034/hub_generated/module_assets/38048784133/1606393775889/module_38048784133_Bottom_Pane_-_Global.min.css']"
1950,London Capital Group Ltd,['https://www.lcg.com/DependencyHandler.axd?s=L2Nzcy9mb250cy5jc3M7L2Fzc2V0cy9saWIvYm9vdHN0cmFwL2Nzcy9ib290c3RyYXAubWluLmNzczsvY3NzL293bC5jYXJvdXNlbC5taW4uY3NzOy9jc3Mvb3dsLnRoZW1lLmRlZmF1bHQubWluLmNzczsvYXNzZXRzL1N0dWRpb1gvY3NzL2FuaW1hdGUuY3NzOy9jc3MvY29tbW9uLWhlYWRlci5jc3M7L2Nzcy9zdHlsZS5jc3M7L2Nzcy9zdHlsZS1uZXcuY3NzOy9jc3MvY29tbW9uLWZvb3Rlci5jc3M7L2Nzcy9wcmljZVdpZGdldC93aWRnZXQuY3NzOy9hc3NldHMvbGliL2ZsYWctaWNvbi9jc3MvZmxhZy1pY29uLmNzczsvYm93ZXJfY29tcG9uZW50cy9pbnRsLXRlbC1pbnB1dC9idWlsZC9jc3MvaW50bFRlbElucHV0LmNzczs&t=Css&cdv=573804784']
1951,The Analyst Research LLP,[]
1952,The Analyst Research LLP,[]
1953,Abercross Holdings Limited,[]
1954,Abercross Holdings Limited,[]
1955,Societe Generale International Limited,"['https://www.societegenerale.co.uk/en/importantinformation/cookies-policy/typo3conf/ext/bi_template/themes/default/res/css/styles.1668072796.css', 'https://www.societegenerale.co.uk/en/importantinformation/cookies-policy/typo3conf/ext/ps_quantumsearch/Resources/Public/css/styles.1655712534.css', 'https://www.societegenerale.co.uk/en/importantinformation/cookies-policy/typo3temp/themecolorcss/5095-inline221119.css', 'https://www.societegenerale.co.uk/en/importantinformation/cookies-policy/typo3conf/ext/bi_template/themes/default/res/css/fonts.css']"
1956,The Fuel Trading Company Ltd,"['https://portlandfpp.co.uk/wp-includes/css/dist/block-library/style.min.css', 'https://portlandfpp.co.uk/wp-includes/css/classic-themes.min.css', 'https://portlandfpp.co.uk/wp-content/plugins/contact-form-7/includes/css/styles.css', 'https://portlandfpp.co.uk/wp-content/plugins/simple-banner/simple-banner.css', 'https://portlandfpp.co.uk/wp-content/plugins/if-menu/assets/if-menu-site.css', 'https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css', 'https://ajax.googleapis.com/ajax/libs/jqueryui/1.12.1/jquery-ui.css', 'https://ajax.googleapis.com/ajax/libs/jqueryui/1.12.1/themes/smoothness/jquery-ui.css', 'https://fonts.googleapis.com/css?family=Montserrat%3A400%2C400i%2C700%2C700i%2C900%2C900i&', 'https://use.fontawesome.com/releases/v5.8.2/css/all.css', 'https://portlandfpp.co.uk/wp-content/themes/portland/css/lity.min.css', 'https://portlandfpp.co.uk/wp-content/themes/portland/css/jquery-labelauty.css', 'https://portlandfpp.co.uk/wp-content/themes/portland/css/slick.css', 'https://portlandfpp.co.uk/wp-content/themes/portland/css/global.css', 'https://portlandfpp.co.uk/wp-content/themes/fuelpriceprotection/css/child.css', 'https://portlandfpp.co.uk/wp-content/plugins/cf7-conditional-fields/style.css']"
1957,The Fuel Trading Company Ltd,"['https://portlandfpp.co.uk/wp-includes/css/dist/block-library/style.min.css', 'https://portlandfpp.co.uk/wp-includes/css/classic-themes.min.css', 'https://portlandfpp.co.uk/wp-content/plugins/contact-form-7/includes/css/styles.css', 'https://portlandfpp.co.uk/wp-content/plugins/simple-banner/simple-banner.css', 'https://portlandfpp.co.uk/wp-content/plugins/if-menu/assets/if-menu-site.css', 'https://stackpath.bootstrapcdn.com/bootstrap/4.5.2/css/bootstrap.min.css', 'https://ajax.googleapis.com/ajax/libs/jqueryui/1.12.1/jquery-ui.css', 'https://ajax.googleapis.com/ajax/libs/jqueryui/1.12.1/themes/smoothness/jquery-ui.css', 'https://fonts.googleapis.com/css?family=Montserrat%3A400%2C400i%2C700%2C700i%2C900%2C900i&', 'https://use.fontawesome.com/releases/v5.8.2/css/all.css', 'https://portlandfpp.co.uk/wp-content/themes/portland/css/lity.min.css', 'https://portlandfpp.co.uk/wp-content/themes/portland/css/jquery-labelauty.css', 'https://portlandfpp.co.uk/wp-content/themes/portland/css/slick.css', 'https://portlandfpp.co.uk/wp-content/themes/portland/css/global.css', 'https://portlandfpp.co.uk/wp-content/themes/fuelpriceprotection/css/child.css', 'https://portlandfpp.co.uk/wp-content/plugins/cf7-conditional-fields/style.css']"
1958,O.S.T.C. Limited,"['https://www.ostc.com/wp-includes/css/classic-themes.min.css?ver=1', 'https://www.ostc.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.1', 'https://www.ostc.com/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.9', 'https://stackpath.bootstrapcdn.com/bootstrap/4.2.1/css/bootstrap.min.css', 'https://fonts.googleapis.com/css2?family=Open+Sans:wght@300;400;600&display=swap', 'https://www.ostc.com/wp-content/themes/ostc2019/assets/styles/ostc.v2-10.css']"
1959,O.S.T.C. Limited,"['https://www.ostc.com/wp-includes/css/classic-themes.min.css?ver=1', 'https://www.ostc.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.1', 'https://www.ostc.com/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.9', 'https://stackpath.bootstrapcdn.com/bootstrap/4.2.1/css/bootstrap.min.css', 'https://fonts.googleapis.com/css2?family=Open+Sans:wght@300;400;600&display=swap', 'https://www.ostc.com/wp-content/themes/ostc2019/assets/styles/ostc.v2-10.css']"
1960,O.S.T.C. Limited,"['https://www.ostc.com/wp-includes/css/classic-themes.min.css?ver=1', 'https://www.ostc.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.1', 'https://www.ostc.com/wp-content/plugins/feed-them-social/feeds/css/styles.css?ver=2.9.9', 'https://stackpath.bootstrapcdn.com/bootstrap/4.2.1/css/bootstrap.min.css', 'https://fonts.googleapis.com/css2?family=Open+Sans:wght@300;400;600&display=swap', 'https://www.ostc.com/wp-content/themes/ostc2019/assets/styles/ostc.v2-10.css']"
1961,The Whitehall Partnership Limited,"['https://www.whitehallpartnership.co.uk/wp-includes/css/dist/block-library/style.min.css?ver=5.4.12', 'https://www.whitehallpartnership.co.uk/wp-content/plugins/better-file-download/public/css/better-file-download-public-core.css?ver=1.0.0', 'https://www.whitehallpartnership.co.uk/wp-content/plugins/simple-plyr/assets/plyr.css?ver=5.4.12', 'https://www.whitehallpartnership.co.uk/wp-content/themes/venture-pro/assets/css/bootstrap.min.css?ver=3.3.5', 'https://www.whitehallpartnership.co.uk/wp-content/themes/venture-pro/assets/css/font-awesome.min.css?ver=4.0.3', 'https://fonts.googleapis.com/css?family=Oswald%3A400%2C300%2C700&ver=5.4.12', 'https://fonts.googleapis.com/css?family=Open+Sans%3A400%2C300%2C300italic%2C400italic%2C600%2C600italic%2C700%2C700italic&ver=5.4.12', 'https://www.whitehallpartnership.co.uk/wp-content/themes/venture-pro/style.css?ver=5.4.12', 'https://fonts.googleapis.com/css?family=Open+Sans%3A400normal%7COswald%3A700normal%2C400&subset=latin&ver=1615462556']"
1962,Mitsui Bussan Commodities Ltd,['https://www.mitsuibussancommodities.com/css/app.css']
1963,Mitsui Bussan Commodities Ltd,['https://www.mitsuibussancommodities.com/css/app.css']
1964,Loomis Sayles Investments Limited,"['https://www.loomissayles.com/internet/internet.nsf/css/jquery-ui-1.8.19.custom.css?Open', 'https://fonts.googleapis.com/css?family=Lato:300,400,600,700italic,700,400italic', 'https://www.loomissayles.com/internet/internet.nsf/theme.css', 'https://www.loomissayles.com/internet/internet.nsf/css/style.css', 'https://www.loomissayles.com/internet/internet.nsf/menu.css', 'https://www.loomissayles.com/internet/internet.nsf/homepage.css', 'https://www.loomissayles.com/internet/internet.nsf/tables.css', 'https://www.loomissayles.com/internet/internet.nsf/aboutus.css', 'https://www.loomissayles.com/internet/internet.nsf/charts.css', 'https://www.loomissayles.com/internet/internet.nsf/report-matrix.css', 'https://www.loomissayles.com/internet/internet.nsf/bios.css', 'https://www.loomissayles.com/internet/internet.nsf/css/swiper-bundle.min.css', 'https://www.loomissayles.com/internet/internet.nsf/css/responsive.css', 'https://www.loomissayles.com/internet/internet.nsf/css/font-icon.css']"
1965,Loomis Sayles Investments Limited,"['https://www.loomissayles.com/internet/internet.nsf/css/jquery-ui-1.8.19.custom.css?Open', 'https://fonts.googleapis.com/css?family=Lato:300,400,600,700italic,700,400italic', 'https://www.loomissayles.com/internet/internet.nsf/theme.css', 'https://www.loomissayles.com/internet/internet.nsf/css/style.css', 'https://www.loomissayles.com/internet/internet.nsf/menu.css', 'https://www.loomissayles.com/internet/internet.nsf/homepage.css', 'https://www.loomissayles.com/internet/internet.nsf/tables.css', 'https://www.loomissayles.com/internet/internet.nsf/aboutus.css', 'https://www.loomissayles.com/internet/internet.nsf/charts.css', 'https://www.loomissayles.com/internet/internet.nsf/report-matrix.css', 'https://www.loomissayles.com/internet/internet.nsf/bios.css', 'https://www.loomissayles.com/internet/internet.nsf/css/swiper-bundle.min.css', 'https://www.loomissayles.com/internet/internet.nsf/css/responsive.css', 'https://www.loomissayles.com/internet/internet.nsf/css/font-icon.css']"
1966,Loomis Sayles Investments Limited,"['https://www.loomissayles.com/internet/internet.nsf/css/jquery-ui-1.8.19.custom.css?Open', 'https://fonts.googleapis.com/css?family=Lato:300,400,600,700italic,700,400italic', 'https://www.loomissayles.com/internet/internet.nsf/theme.css', 'https://www.loomissayles.com/internet/internet.nsf/css/style.css', 'https://www.loomissayles.com/internet/internet.nsf/menu.css', 'https://www.loomissayles.com/internet/internet.nsf/homepage.css', 'https://www.loomissayles.com/internet/internet.nsf/tables.css', 'https://www.loomissayles.com/internet/internet.nsf/aboutus.css', 'https://www.loomissayles.com/internet/internet.nsf/charts.css', 'https://www.loomissayles.com/internet/internet.nsf/report-matrix.css', 'https://www.loomissayles.com/internet/internet.nsf/bios.css', 'https://www.loomissayles.com/internet/internet.nsf/css/swiper-bundle.min.css', 'https://www.loomissayles.com/internet/internet.nsf/css/responsive.css', 'https://www.loomissayles.com/internet/internet.nsf/css/font-icon.css']"
1967,The Entrepreneur's Investment Office Limited,[]
1968,Thomas Miller Investment Ltd,"['https://www.tminvestment.com/typo3temp/assets/compressed/merged-4a930e347caab36ccb9d68b8bc1da800-30f4ab84d9f33777fd1692abd3c7b20c.css?1644840382', 'https://www.tminvestment.com/typo3temp/assets/compressed/merged-056ed7bc49ac3e12bdb47a1d250a6693-20b8eca90678ee88bdfba5a641bfb2d1.css?1644840383', 'https://www.tminvestment.com/typo3temp/assets/compressed/merged-950b483ca1929d7491fe28503b8e3416-edb68b39abe98d614480b0ec8797bba7.css?1631530771']"
1969,Thomas Miller Investment Ltd,"['https://www.tminvestment.com/typo3temp/assets/compressed/merged-4a930e347caab36ccb9d68b8bc1da800-30f4ab84d9f33777fd1692abd3c7b20c.css?1644840382', 'https://www.tminvestment.com/typo3temp/assets/compressed/merged-056ed7bc49ac3e12bdb47a1d250a6693-20b8eca90678ee88bdfba5a641bfb2d1.css?1644840383', 'https://www.tminvestment.com/typo3temp/assets/compressed/merged-950b483ca1929d7491fe28503b8e3416-edb68b39abe98d614480b0ec8797bba7.css?1631530771']"
1970,Knight Frank Investment Management LLP,"['https://www.knightfrank.com/library/v3.0/css/app.css', 'https://content.knightfrank.com/content/files/c3styles.css']"
1971,Knight Frank Investment Management LLP,"['https://www.knightfrank.com/library/v3.0/css/app.css', 'https://content.knightfrank.com/content/files/c3styles.css']"
1972,Equiniti Financial Services Limited,"['https://equiniti.com/css/dist/style.6045fc29.css', 'https://fast.fonts.net/cssapi/9c53760b-6f2a-4eb9-b5ea-227e5b0357b4.css']"
1973,Equiniti Financial Services Limited,"['https://equiniti.com/css/dist/style.6045fc29.css', 'https://fast.fonts.net/cssapi/9c53760b-6f2a-4eb9-b5ea-227e5b0357b4.css']"
1974,XPS Investment Limited,"['https://www.frc.org.uk/CMSPages/GetResource.ashx?stylesheetname=frc_additional', 'https://www.frc.org.uk/assets/css/frc/frc.min.css', 'https://www.frc.org.uk/WebResource.axd?d=hcXDZhXiidgsQUtEo5iT3-zn5wrpR8XlmqwAbk4seiFKSt5o3eqO0uJop6tUeWzxp-wpycrGln34WkkqGhC4NY6v_clSDy0zd5hgT8ScnhR583wnTRw6UssMY3jzz82E-pTq1oJ7XY6XgJT-1k28dFjcd_k5Py8fBuKpqTIfewE1&t=636301133000000000']"
1975,XPS Investment Limited,[]
1976,XPS Investment Limited,"['https://www.frc.org.uk/CMSPages/GetResource.ashx?stylesheetname=frc_additional', 'https://www.frc.org.uk/assets/css/frc/frc.min.css', 'https://www.frc.org.uk/WebResource.axd?d=hcXDZhXiidgsQUtEo5iT3-zn5wrpR8XlmqwAbk4seiFKSt5o3eqO0uJop6tUeWzxp-wpycrGln34WkkqGhC4NY6v_clSDy0zd5hgT8ScnhR583wnTRw6UssMY3jzz82E-pTq1oJ7XY6XgJT-1k28dFjcd_k5Py8fBuKpqTIfewE1&t=636301133000000000']"
1977,Hudson Advisors UK Limited,"['https://www.hudson-advisors.com/wp-content/themes/hudson_advisors/assets/css/font-awesome/css/all.css', 'https://www.hudson-advisors.com/wp-content/themes/hudson_advisors/assets/css/main.css', 'https://www.hudson-advisors.com/wp-includes/css/dist/block-library/style.min.css?ver=5.7.7', 'https://www.hudson-advisors.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3', 'https://www.hudson-advisors.com/wp-content/plugins/cookie-notice/css/front.min.css?ver=5.7.7']"
1978,Hudson Advisors UK Limited,"['https://www.hudson-advisors.com/wp-content/themes/hudson_advisors/assets/css/font-awesome/css/all.css', 'https://www.hudson-advisors.com/wp-content/themes/hudson_advisors/assets/css/main.css', 'https://www.hudson-advisors.com/wp-includes/css/dist/block-library/style.min.css?ver=5.7.7', 'https://www.hudson-advisors.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3', 'https://www.hudson-advisors.com/wp-content/plugins/cookie-notice/css/front.min.css?ver=5.7.7']"
1979,Hudson Advisors UK Limited,"['https://www.hudson-advisors.com/wp-content/themes/hudson_advisors/assets/css/font-awesome/css/all.css', 'https://www.hudson-advisors.com/wp-content/themes/hudson_advisors/assets/css/main.css', 'https://www.hudson-advisors.com/wp-includes/css/dist/block-library/style.min.css?ver=5.7.7', 'https://www.hudson-advisors.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3', 'https://www.hudson-advisors.com/wp-content/plugins/cookie-notice/css/front.min.css?ver=5.7.7']"
1980,Findlay Park Partners LLP,"['https://fonts.googleapis.com/css?family=Roboto:100,300,400,500,700|Google+Sans:400,500|Product+Sans:400&lang=en', 'https://www.google.co.uk/intl/en/analytics/static/css/index.min.css']"
1981,Morningstar Investment Management Europe Limited,"['https://www.morningstar.com/content/assets/css/48a9e9b.css', 'https://www.morningstar.com/content/assets/css/270be13.css', 'https://www.morningstar.com/content/assets/css/14201b6.css']"
1982,Morningstar Investment Management Europe Limited,"['https://www.morningstar.com/content/assets/css/48a9e9b.css', 'https://www.morningstar.com/content/assets/css/270be13.css', 'https://www.morningstar.com/content/assets/css/14201b6.css']"
1983,Morningstar Investment Management Europe Limited,[]
1984,Morningstar Investment Management Europe Limited,[]
1985,Morningstar Investment Management Europe Limited,"['https://www.morningstar.com/content/assets/css/48a9e9b.css', 'https://www.morningstar.com/content/assets/css/270be13.css', 'https://www.morningstar.com/content/assets/css/bd04b43.css']"
1986,Generation Asset Management (UK) Limited,['https://www.generationim.com/bundles/styles?v=OD4PwAfD6pPoxPmdJwErOO06hRVZALvr-Kjj6H9iYVI1']
1987,Generation Asset Management (UK) Limited,['https://www.generationim.com/bundles/styles?v=OD4PwAfD6pPoxPmdJwErOO06hRVZALvr-Kjj6H9iYVI1']
1988,Zadig Asset Management LLP,"['https://www.zadigfunds.com/app/plugins/user-registration/assets/css/sweetalert2/sweetalert2.min.css?ver=8.17.1', 'https://www.zadigfunds.com/app/plugins/user-registration/assets/css/user-registration.css?ver=1.9.8', 'https://www.zadigfunds.com/app/plugins/user-registration/assets/css/user-registration-smallscreen.css?ver=1.9.8', 'https://www.zadigfunds.com/app/plugins/user-registration/assets/css/my-account-layout.css?ver=1.9.8', 'https://www.zadigfunds.com/wp/wp-includes/css/dashicons.min.css?ver=5.7.2', 'https://www.zadigfunds.com/wp/wp-includes/css/dist/block-library/style.min.css?ver=5.7.2', 'https://www.zadigfunds.com/app/themes/zadig/dist/styles/app.css?id=47a56201768de4f1e2a7']"
1989,Zadig Asset Management LLP,"['https://www.zadigfunds.com/app/plugins/user-registration/assets/css/sweetalert2/sweetalert2.min.css?ver=8.17.1', 'https://www.zadigfunds.com/app/plugins/user-registration/assets/css/user-registration.css?ver=1.9.8', 'https://www.zadigfunds.com/app/plugins/user-registration/assets/css/user-registration-smallscreen.css?ver=1.9.8', 'https://www.zadigfunds.com/app/plugins/user-registration/assets/css/my-account-layout.css?ver=1.9.8', 'https://www.zadigfunds.com/wp/wp-includes/css/dashicons.min.css?ver=5.7.2', 'https://www.zadigfunds.com/wp/wp-includes/css/dist/block-library/style.min.css?ver=5.7.2', 'https://www.zadigfunds.com/app/themes/zadig/dist/styles/app.css?id=47a56201768de4f1e2a7']"
1990,Zadig Asset Management LLP,"['https://www.zadigfunds.com/app/plugins/user-registration/assets/css/sweetalert2/sweetalert2.min.css?ver=8.17.1', 'https://www.zadigfunds.com/app/plugins/user-registration/assets/css/user-registration.css?ver=1.9.8', 'https://www.zadigfunds.com/app/plugins/user-registration/assets/css/user-registration-smallscreen.css?ver=1.9.8', 'https://www.zadigfunds.com/app/plugins/user-registration/assets/css/my-account-layout.css?ver=1.9.8', 'https://www.zadigfunds.com/wp/wp-includes/css/dashicons.min.css?ver=5.7.2', 'https://www.zadigfunds.com/wp/wp-includes/css/dist/block-library/style.min.css?ver=5.7.2', 'https://www.zadigfunds.com/app/themes/zadig/dist/styles/app.css?id=47a56201768de4f1e2a7']"
1991,Cluttons Investment Management (UK) LLP,"['https://www.cluttons.com/wp/wp-includes/css/dist/block-library/style.min.css?ver=4a57ee2ef302cad6966afa6e335ae5dc', 'https://www.cluttons.com/app/themes/paws/build/gulp-output/frontend.build.css?ver=1669641969', 'https://www.cluttons.com/app/themes/paws/assets/libraries/swiper/swiper-bundle.min.css?ver=4a57ee2ef302cad6966afa6e335ae5dc', 'https://www.cluttons.com/app/themes/paws/assets/libraries/tiny-slider/tiny-slider.min.css?ver=4a57ee2ef302cad6966afa6e335ae5dc']"
1992,Cluttons Investment Management (UK) LLP,"['https://www.cluttons.com/wp/wp-includes/css/dist/block-library/style.min.css?ver=4a57ee2ef302cad6966afa6e335ae5dc', 'https://www.cluttons.com/app/themes/paws/build/gulp-output/frontend.build.css?ver=1669641969', 'https://www.cluttons.com/app/themes/paws/assets/libraries/swiper/swiper-bundle.min.css?ver=4a57ee2ef302cad6966afa6e335ae5dc', 'https://www.cluttons.com/app/themes/paws/assets/libraries/tiny-slider/tiny-slider.min.css?ver=4a57ee2ef302cad6966afa6e335ae5dc']"
1993,Cluttons Investment Management (UK) LLP,"['https://www.cluttons.com/wp/wp-includes/css/dist/block-library/style.min.css?ver=4a57ee2ef302cad6966afa6e335ae5dc', 'https://www.cluttons.com/app/themes/paws/build/gulp-output/frontend.build.css?ver=1669641969', 'https://www.cluttons.com/app/themes/paws/assets/libraries/swiper/swiper-bundle.min.css?ver=4a57ee2ef302cad6966afa6e335ae5dc', 'https://www.cluttons.com/app/themes/paws/assets/libraries/tiny-slider/tiny-slider.min.css?ver=4a57ee2ef302cad6966afa6e335ae5dc']"
1994,Optiva Securities Limited,"['https://www.optivasecurities.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.3', 'https://www.optivasecurities.com/wp-content/plugins/custom-twitter-feeds/css/ctf-styles.min.css?ver=2.0.3', 'https://www.optivasecurities.com/wp-content/plugins/rotatingtweets/css/style.css?ver=6.0.3', 'https://www.optivasecurities.com/wp-content/plugins/monarch/css/style.css?ver=1.4.14', 'https://fonts.googleapis.com/css?family=Open+Sans:400,700', 'https://www.optivasecurities.com/wp-content/plugins/tablepress/css/default.min.css?ver=1.14', 'https://www.optivasecurities.com/wp-content/plugins/tablepress-responsive-tables/css/tablepress-responsive.min.css?ver=1.8', 'https://www.optivasecurities.com/wp-content/plugins/divi_layout_injector/style.css?ver=6.0.3', 'https://www.optivasecurities.com/wp-content/themes/Divi/style-static.min.css?ver=4.18.0', 'https://www.optivasecurities.com/wp-content/themes/optiva-securities/style.css?ver=4.18.0', 'https://www.optivasecurities.com/wp-content/plugins/divi-bars/assets/css/main.css?ver=6.0.3', 'https://www.optivasecurities.com/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3']"
1995,Optiva Securities Limited,"['https://www.optivasecurities.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.3', 'https://www.optivasecurities.com/wp-content/plugins/custom-twitter-feeds/css/ctf-styles.min.css?ver=2.0.3', 'https://www.optivasecurities.com/wp-content/plugins/rotatingtweets/css/style.css?ver=6.0.3', 'https://www.optivasecurities.com/wp-content/plugins/monarch/css/style.css?ver=1.4.14', 'https://fonts.googleapis.com/css?family=Open+Sans:400,700', 'https://www.optivasecurities.com/wp-content/plugins/tablepress/css/default.min.css?ver=1.14', 'https://www.optivasecurities.com/wp-content/plugins/tablepress-responsive-tables/css/tablepress-responsive.min.css?ver=1.8', 'https://www.optivasecurities.com/wp-content/plugins/divi_layout_injector/style.css?ver=6.0.3', 'https://www.optivasecurities.com/wp-content/themes/Divi/style-static.min.css?ver=4.18.0', 'https://www.optivasecurities.com/wp-content/themes/optiva-securities/style.css?ver=4.18.0', 'https://www.optivasecurities.com/wp-content/plugins/divi-bars/assets/css/main.css?ver=6.0.3', 'https://www.optivasecurities.com/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3']"
1996,Columna Capital LLP,"['https://www.columnacapital.com/assets/css/main.min.css?v=202210141132', 'https://api.mapbox.com/mapbox-gl-js/v2.5.1/mapbox-gl.css']"
1997,Columna Capital LLP,"['https://www.columnacapital.com/assets/css/main.min.css?v=202210141132', 'https://api.mapbox.com/mapbox-gl-js/v2.5.1/mapbox-gl.css']"
1998,Rockhold Asset Management Limited,"['https://fonts.googleapis.com/css2?family=Inter:wght@400;500;700&family=Poppins:ital,wght@0,400;1,400&display=swap', 'https://www.rockholdam.co.uk/hs-fs/hub/20010397/hub_generated/template_assets/67047550596/1667991040398/marketplace/maka_Agency/POWER_THEME/css/pwr.min.css', 'https://www.rockholdam.co.uk/hs-fs/hub/20010397/hub_generated/template_assets/67046303312/1667991049239/marketplace/maka_Agency/POWER_THEME/css/custom-styles.min.css', 'https://www.rockholdam.co.uk/hs-fs/hub/20010397/hub_generated/template_assets/69609718553/1667991050339/marketplace/maka_Agency/POWER_THEME/css/components/shared/scroll-shadow.css']"
1999,Rockhold Asset Management Limited,"['https://fonts.googleapis.com/css2?family=Inter:wght@400;500;700&family=Poppins:ital,wght@0,400;1,400&display=swap', 'https://www.rockholdam.co.uk/hs-fs/hub/20010397/hub_generated/template_assets/67047550596/1667991040398/marketplace/maka_Agency/POWER_THEME/css/pwr.min.css', 'https://www.rockholdam.co.uk/hs-fs/hub/20010397/hub_generated/template_assets/67046303312/1667991049239/marketplace/maka_Agency/POWER_THEME/css/custom-styles.min.css', 'https://www.rockholdam.co.uk/hs-fs/hub/20010397/hub_generated/template_assets/69609718553/1667991050339/marketplace/maka_Agency/POWER_THEME/css/components/shared/scroll-shadow.css']"
2000,Rockhold Asset Management Limited,"['https://fonts.googleapis.com/css2?family=Inter:wght@400;500;700&family=Poppins:ital,wght@0,400;1,400&display=swap', 'https://www.rockholdam.co.uk/hs-fs/hub/20010397/hub_generated/template_assets/67047550596/1667991040398/marketplace/maka_Agency/POWER_THEME/css/pwr.min.css', 'https://www.rockholdam.co.uk/hs-fs/hub/20010397/hub_generated/template_assets/67046303312/1667991049239/marketplace/maka_Agency/POWER_THEME/css/custom-styles.min.css', 'https://www.rockholdam.co.uk/hs-fs/hub/20010397/hub_generated/template_assets/69609718553/1667991050339/marketplace/maka_Agency/POWER_THEME/css/components/shared/scroll-shadow.css']"
2001,DTZ Investment Management Limited,[]
2002,DTZ Investment Management Limited,"['https://fonts.googleapis.com/css?family=Lato:400,700,400italic', 'https://www.dtzinvestors.com/css/dtz.css', 'https://www.dtzinvestors.com/App_Plugins/UmbracoForms/Assets/Themes/Default/style.css']"
2003,DTZ Investment Management Limited,"['https://fonts.googleapis.com/css?family=Lato:400,700,400italic', 'https://www.dtzinvestors.com/css/dtz.css', 'https://www.dtzinvestors.com/App_Plugins/UmbracoForms/Assets/Themes/Default/style.css']"
2004,DTZ Investment Management Limited,"['https://fonts.googleapis.com/css?family=Lato:400,700,400italic', 'https://www.dtzinvestors.com/css/dtz.css', 'https://www.dtzinvestors.com/App_Plugins/UmbracoForms/Assets/Themes/Default/style.css']"
2005,DTZ Investment Management Limited,"['https://support.microsoft.com/SocContent/css', 'https://support.microsoft.com/SocContent/articleCss', 'https://support.microsoft.com/SocContent/stickyFeedbackCss', 'https://support.microsoft.com/SocContent/officeShared', 'https://support.microsoft.com/css/feedback/feedback.css?v=O5RN1PkkM70yJ1hMirz0oLl4x6erVdeAAVT709pcVKM', 'https://support.microsoft.com/css/promotionbanner/promotion-banner.css?v=DBqJarHDlOSMJfge26OcKG6xA6DWvtYgMA-xQGaxE5o', 'https://support.microsoft.com/css/PremiumBadge/premium-badge.css?v=cEt7WOR8PuG1vdwdSzC2TfEgZsvs0S6NLvhUo6ggByQ', 'https://support.microsoft.com/css/glyphs/glyphs.css?v=0Hf7KD3KuarPGDf55g1ICt-VY442qRabqObuIoFb6Bo', 'https://support.microsoft.com/css/ArticleSupportBridge/article-support-bridge.css?v=R_P0TJvD9HoRHQBEdvBR1WhNn7dSbvOYWmVA9taxbpM', 'https://support.microsoft.com/css/MeControlCallout/teaching-callout.css?v=pofh0uX7ON4LGVPET3OBKHTASxRlqBuMnH9044OHwqE', 'https://support.microsoft.com/css/SearchBox/search-box.css?v=bybwzGBajHicVXspVs540UfV0swW0vCbOmBjBryj9N4', 'https://www.microsoft.com/onerfstatics/marketingsites-neu-prod/west-european/shell/_scrf/css/themes=default.device=uplevel_web_pc/79-4cdd0a/33-ae3d41/a5-4bf7a2/13-8e1ceb/81-32f0c0/5c-b7b685/6f-d7d610/ef-a24652?ver=2.0&_cf=02242021_3231', 'https://statics-marketingsites-neu-ms-com.akamaized.net/statics/override.css', 'https://support.microsoft.com/SocContent/topNavCss']"
